subject,body,sender,label
FirstCry order confirmed,Your FirstCry order #FC456 for baby products has been confirmed. Total: ₹1299.,orders@firstcry.com,EXPENSE
Practo consultation payment,Payment of ₹500 for your online consultation with Dr. Mehta confirmed.,noreply@practo.com,EXPENSE
1mg pharmacy order,Your 1mg order for medicines has been placed. Total: ₹445. COD selected.,orders@1mg.com,EXPENSE
BSNL landline bill,Your BSNL landline bill of ₹650 for March is ready. Due date: April 10.,billing@bsnl.co.in,EXPENSE
Axis Bank auto-debit,Auto-debit of ₹3500 processed from your Axis Bank account for loan EMI.,alerts@axisbank.com,EXPENSE
FreshToHome order,Your FreshToHome seafood order worth ₹780 has been shipped. Delivery by tomorrow.,orders@freshtohome.com,EXPENSE
Google One storage plan,Your Google One 100GB plan renewed. ₹130/month charged to your GPay account.,payments-noreply@google.com,EXPENSE
Chai Point order,Your Chai Point order has been delivered. Total: ₹180. Paid via Paytm.,orders@chaipoint.com,EXPENSE
Kotak securities brokerage,Brokerage charge of ₹20 debited for your equity trade. Contract note: CN-2026-456.,noreply@kotaksecurities.com,EXPENSE
Flipkart Pay Later bill,Your Flipkart Pay Later bill of ₹2100 for February is due. Pay by March 15.,billing@flipkart.com,EXPENSE
Vi postpaid bill,Your Vi postpaid bill of ₹599 has been generated. Pay before March 25.,billing@myvi.in,EXPENSE
Spencer's Retail order,Your Spencer's grocery order worth ₹1430 has been delivered. Paid via credit card.,orders@spencers.in,EXPENSE
ICICI Prudential SIP,Your ICICI Prudential Balanced Advantage Fund SIP of ₹5000 has been processed successfully.,sip@icicipru.com,EXPENSE
Bajaj Finserv EMI,Your Bajaj Finserv No-Cost EMI of ₹2500 has been auto-debited from your account.,emi@bajajfinserv.in,EXPENSE
Ticket Received - Payment Related,Hi! We have received your request regarding payment. Our team is looking into this. Ticket ID: MDB-7892.,hello@medibuddy.in,NOT_EXPENSE
Ticket Resolved - Payment Related,Your ticket MDB-7892 has been resolved. If you still face issues please write back to us.,hello@medibuddy.in,NOT_EXPENSE
Re: Payment Related,Thank you for writing to us. We have processed your query. Please check the status in the app.,hello@medibuddy.in,NOT_EXPENSE
Credit Transaction Alert,Dear Customer an amount of Rs 25000 has been credited to your SBM Bank account via NEFT. Avl Bal: Rs 45000.,alerts@sbmbank.co.in,NOT_EXPENSE
Weekend sale — up to 70% off!,Flash sale this weekend only! Shop now for amazing deals. No purchase necessary.,deals@shop.com,NOT_EXPENSE
Meeting rescheduled to 3 PM,The product sync meeting has been moved from 2 PM to 3 PM today.,calendar@company.com,NOT_EXPENSE
Out-of-office reply,Thank you for your email. I am out of the office until March 28 with limited access.,auto-reply@company.com,NOT_EXPENSE
Confirm your email address,Please click the link to confirm your email address for your new account.,noreply@app.com,NOT_EXPENSE
Sports team results,Your cricket team won the match by 15 runs! Great game everyone.,league@sports.com,NOT_EXPENSE
App update available,A new version of our app is available. Update now for the latest features and bug fixes.,updates@app.com,NOT_EXPENSE
Your report is ready,The monthly analytics report you requested has been generated and is ready to view.,reports@analytics.com,NOT_EXPENSE
Project budget approval,The project budget of ₹50000 has been approved. Please proceed with procurement.,manager@company.com,NOT_EXPENSE
New GitHub issue assigned,Issue #789: Button alignment bug has been assigned to you in the frontend repo.,github@github.com,NOT_EXPENSE
Free trial expires soon,Your 30-day free trial of Adobe Creative Cloud ends in 3 days. Subscribe to continue.,noreply@adobe.com,NOT_EXPENSE
Sales pipeline update,Q1 sales pipeline update: 12 deals closed worth ₹45L total revenue.,crm@company.com,NOT_EXPENSE
Your CRED score has improved,Congratulations! Your CRED score has gone up by 15 points. You are now at 821.,updates@cred.club,NOT_EXPENSE
Account statement is ready,Your ICICI Bank monthly account statement for February is ready. Download from netbanking.,statements@icicibank.com,NOT_EXPENSE
Your FD has matured,Your Fixed Deposit of ₹100000 has matured. Total maturity value: ₹108500. Please choose renewal or withdrawal.,fd@sbi.co.in,NOT_EXPENSE
Interest credited to your account,Interest of ₹1250 has been credited to your savings account for the quarter ending March.,interest@hdfcbank.com,NOT_EXPENSE
CRED coins earned,You earned 5000 CRED coins for your recent bill payment. Redeem them in the CRED store.,rewards@cred.club,NOT_EXPENSE
E-mandate registration successful,Your e-mandate for SIP auto-debit has been registered successfully. No payment deducted yet.,noreply@bsestarmf.in,NOT_EXPENSE
Feedback on your recent order,How was your Zomato delivery experience? Rate your order and earn Zomato credits.,feedback@zomato.com,NOT_EXPENSE
Flight schedule changed,Your IndiGo flight 6E-1234 on March 28 has been rescheduled from 10:00 to 11:30 AM.,schedule@goindigo.in,NOT_EXPENSE
Income credited to wallet,₹500 cashback has been credited to your Amazon Pay balance. No purchase was made.,notifications@amazon.in,NOT_EXPENSE
Bus pass renewal reminder,Your BMTC monthly bus pass expires on March 31. Renew online to avoid inconvenience.,renewal@bmtc.gov.in,NOT_EXPENSE
Kotak trade confirmation,Trade executed: Bought 10 shares of Reliance at ₹2450. Total value: ₹24500. Brokerage: ₹20.,trades@kotaksecurities.com,EXPENSE
Upstox brokerage deducted,Brokerage of ₹40 has been deducted from your Upstox account for intraday trades on March 22.,noreply@upstox.com,EXPENSE
Amazon Fresh order,Your Amazon Fresh grocery order has been delivered. Total: ₹650. Paid via Amazon Pay balance.,fresh@amazon.in,EXPENSE
Paytm mall order confirmed,Your Paytm Mall order for Boat earbuds has been confirmed. Total: ₹999. Paid via Paytm wallet.,orders@paytmmall.com,EXPENSE
Gas pipeline bill,Your Mahanagar Gas bill of ₹850 for March has been generated. Due date: April 10.,billing@mahanagargas.com,EXPENSE
Postage charges for courier,India Post speed post charges of ₹120 debited for consignment EE123456789IN.,noreply@indiapost.gov.in,EXPENSE
Magazine subscription charged,Your India Today annual digital subscription of ₹999 has been renewed and charged.,subscriptions@indiatoday.in,EXPENSE
Eye checkup bill,Payment of ₹800 received for your eye examination at Lenskart Vision Care.,billing@lenskart.com,EXPENSE
Pet vaccination charges,Payment of ₹1500 for your pet's annual vaccination at Cessna Lifeline Vet Clinic.,billing@vetclinic.com,EXPENSE
Toll charges debited,Your Paytm FASTag was charged ₹145 at Kherki Daula toll plaza on NH-48.,fastag@paytm.com,EXPENSE
Music subscription renewed,Your JioSaavn Pro subscription of ₹399/year has been renewed. Enjoy ad-free music!,billing@jiosaavn.com,EXPENSE
Decathlon sports order,Your Decathlon order for running shoes has been confirmed. Total: ₹3499. Paid via UPI.,orders@decathlon.in,EXPENSE
PharmEasy medicine order,Your PharmEasy order for monthly medicines has been placed. Total: ₹680. Paid via wallet.,orders@pharmeasy.in,EXPENSE
Ather charging payment,Ather Grid charging session complete. ₹45 charged to your Ather account.,charging@ather.com,EXPENSE
EV charging station payment,Your Tata Power EZ Charge bill: ₹120 for 8kWh. Paid via Paytm.,billing@tatapowerez.com,EXPENSE
Home loan EMI processed,Your HDFC home loan EMI of ₹28000 has been deducted for March. Outstanding: ₹18.5L.,homeloan@hdfc.com,EXPENSE
Rent agreement stamp duty,Stamp duty of ₹500 paid for rental agreement registration via NoBroker.,charges@nobroker.in,EXPENSE
Courier insurance charge,Delhivery shipping insurance of ₹50 charged for your Meesho order.,charges@delhivery.com,EXPENSE
Amazon Subscribe and Save,Your Subscribe and Save order has been placed. 5 items totaling ₹1890. Next delivery April 15.,subscribe@amazon.in,EXPENSE
Swiggy Genie delivery,Your Swiggy Genie package delivery completed. Charges: ₹69. Paid via Swiggy wallet.,noreply@swiggy.com,EXPENSE
Boat warranty extension,Extended warranty purchased for Boat Airdopes. Amount: ₹299 charged to card.,orders@boat-lifestyle.com,EXPENSE
LensDen contact lens order,Your LensDen contact lens order has been confirmed. Total: ₹1200. Shipped in 2 days.,orders@lensden.com,EXPENSE
Noise smartwatch order,Your Noise ColorFit Pro 5 order confirmed. Amount: ₹3499. Paid via PhonePe.,orders@gonoise.com,EXPENSE
Byju's subscription renewal,Your Byju's learning subscription has been renewed. Monthly charge: ₹1999.,billing@byjus.com,EXPENSE
IndiaMART payment for leads,Your IndiaMART lead purchase pack payment of ₹5000 has been processed.,billing@indiamart.com,EXPENSE
WazirX crypto purchase,You bought 0.005 BTC for ₹25000 on WazirX. Transaction fee: ₹50.,noreply@wazirx.com,EXPENSE
Angel One brokerage,Brokerage of ₹20 charged for your F&O trade on Angel One. Contract note attached.,trades@angelone.in,EXPENSE
ICICI Bank locker rental,Annual locker rental charge of ₹3500 debited from your ICICI Bank account.,charges@icicibank.com,EXPENSE
Passport fee payment,Passport application fee of ₹1500 has been paid online. Application ID: PA-2026-789.,receipts@passportindia.gov.in,EXPENSE
Apollo 247 teleconsultation,Payment of ₹299 for teleconsultation with Dr. Patel on Apollo 247 confirmed.,billing@apollo247.com,EXPENSE
Udaan wholesale order,Your Udaan wholesale order for office supplies shipped. Total: ₹8900. Net 30 payment.,orders@udaan.com,EXPENSE
Country Delight milk subscription,Your Country Delight monthly milk bill: ₹1200. Auto-deducted from wallet.,billing@countrydelight.in,EXPENSE
IRCTC food order on train,Your IRCTC e-catering order confirmed. Delivery at Kanpur station. Total: ₹350.,ecatering@irctc.co.in,EXPENSE
TDS deducted on FD interest,TDS of ₹1500 has been deducted on your Fixed Deposit interest for Q4 FY26.,tds@sbi.co.in,EXPENSE
Property tax payment,Municipal corporation property tax payment of ₹8500 for FY 2026-27 confirmed.,receipts@mcgm.gov.in,EXPENSE
Unacademy subscription,Your Unacademy Plus subscription renewed. ₹1166/month charged.,billing@unacademy.com,EXPENSE
IT department notice,Please submit your tax saving investment proofs by March 31 to avail deductions.,finance@company.com,NOT_EXPENSE
Pet adoption event,Adopt a furry friend! Pet adoption drive at Cubbon Park this Saturday 10 AM - 4 PM.,events@paws.org,NOT_EXPENSE
Weekly newsletter: Tech trends,"This week in technology: AI breakthroughs, new gadgets, and industry news. Read more on our blog.",newsletter@techweekly.com,NOT_EXPENSE
Your order has shipped,Your Amazon order #123-456789 has been shipped. Track your package with the link below.,shipping@amazon.in,NOT_EXPENSE
Welcome to our community,Welcome! We're excited to have you join our community. Complete your profile to get started.,welcome@community.com,NOT_EXPENSE
Password reset link,Someone requested a password reset for your account. Click here if this was you.,security@app.com,NOT_EXPENSE
New feature announcement,We've launched a new feature! Watch our video tutorial to learn how it works.,product@company.com,NOT_EXPENSE
Survey invitation,Help us improve! Take our 2-minute survey about your recent experience.,survey@feedback.com,NOT_EXPENSE
Event reminder: Webinar tomorrow,Don't forget! Join our webinar on Industry Trends tomorrow at 3 PM IST.,events@webinar.com,NOT_EXPENSE
Your subscription is active,Your free subscription is active. Upgrade to premium for more features.,info@service.com,NOT_EXPENSE
New blog post published,New article: '10 Tips for Productivity'. Read it now on our blog.,blog@company.com,NOT_EXPENSE
Account verification needed,Please verify your email address to continue using our service.,verify@app.com,NOT_EXPENSE
Job opportunity alert,"Based on your profile, we found 3 job openings that match your skills.",jobs@careers.com,NOT_EXPENSE
System maintenance notice,Scheduled maintenance on Sunday 2-4 AM. Services may be temporarily unavailable.,admin@platform.com,NOT_EXPENSE
Weekly digest: Top stories,"Top 5 stories this week: Technology, Business, and more. Click to read.",digest@news.com,NOT_EXPENSE
Your profile was viewed,Your LinkedIn profile was viewed by 5 recruiters this week.,notifications@linkedin.com,NOT_EXPENSE
New follower on social media,You have a new follower! Check out their profile.,notification@social.com,NOT_EXPENSE
Review your recent activity,Here's your weekly activity summary on our platform.,summary@service.com,NOT_EXPENSE
Invite: Company town hall,Join us for the Q1 company town hall meeting this Friday at 4 PM.,events@company.com,NOT_EXPENSE
Free course available,Enroll in our free course: 'Introduction to Data Science'. Limited spots available.,courses@learning.com,NOT_EXPENSE
Your feedback is valuable,Thank you for your feedback! We've incorporated your suggestions.,support@service.com,NOT_EXPENSE
Podcast episode released,New episode: 'The Future of Work' is now available. Listen now!,podcast@studio.com,NOT_EXPENSE
Update your preferences,Manage your email preferences. Choose which updates you want to receive.,preferences@mailer.com,NOT_EXPENSE
Happy holidays from the team,Wishing you and your family a happy holiday season!,greetings@company.com,NOT_EXPENSE
You're invited: Beta program,Join our exclusive beta program and get early access to new features.,beta@product.com,NOT_EXPENSE
Security alert: New login,We detected a new login to your account from a new device. Was this you?,security@platform.com,NOT_EXPENSE
Your report is ready,Your monthly report is ready to download. Click the link below.,reports@analytics.com,NOT_EXPENSE
Community guidelines updated,We've updated our community guidelines. Please review the changes.,policy@platform.com,NOT_EXPENSE
New product announcement,Introducing our latest product! Learn more about its features.,launch@company.com,NOT_EXPENSE
Meeting scheduled,Your meeting with the sales team is scheduled for Tuesday at 2 PM.,calendar@company.com,NOT_EXPENSE
Account expiration warning,Your account will expire in 30 days. Renew now to continue using our service.,billing@service.com,NOT_EXPENSE
You've been mentioned,Someone mentioned you in a comment. Click to view.,notification@platform.com,NOT_EXPENSE
Weekly goals update,Here's your weekly goals progress. You're on track!,goals@productivity.com,NOT_EXPENSE
New badge earned,Congratulations! You've earned the 'Early Adopter' badge.,achievements@platform.com,NOT_EXPENSE
Support ticket resolved,Your support ticket #12345 has been resolved. Let us know if you need more help.,support@company.com,NOT_EXPENSE
Invitation: Team event,You're invited to our team building event next Friday at 5 PM.,events@company.com,NOT_EXPENSE
Your data export is ready,Your data export request is complete. Download your file before it expires.,data@platform.com,NOT_EXPENSE
New feature: Dark mode,Dark mode is now available! Update your settings to try it out.,product@company.com,NOT_EXPENSE
Quarterly newsletter,Q1 Newsletter: Top highlights and updates from our team.,newsletter@company.com,NOT_EXPENSE
Your subscription will expire,Your subscription expires in 7 days. Renew to continue uninterrupted service.,renewal@service.com,NOT_EXPENSE
Weekly challenge started,This week's challenge: Complete 5 tasks. Win exclusive rewards!,challenges@platform.com,NOT_EXPENSE
API documentation updated,We've updated our API documentation with new endpoints and examples.,docs@developer.com,NOT_EXPENSE
You're trending!,Your post is trending! It has received 500+ views in the last hour.,notification@platform.com,NOT_EXPENSE
Learning path recommended,"Based on your interests, we recommend the 'Data Science' learning path.",recommendations@learning.com,NOT_EXPENSE
Free trial extension,We've extended your free trial by 7 days. Enjoy exploring!,promo@service.com,NOT_EXPENSE
Your question was answered,Your question on the community forum has been answered by an expert.,forum@community.com,NOT_EXPENSE
New connection request,You have a new connection request on our professional network.,network@platform.com,NOT_EXPENSE
Weekly leaderboard updated,Check out this week's top performers. Are you on the list?,leaderboard@platform.com,NOT_EXPENSE
Your wishlist has a price drop,An item in your wishlist is now 20% off. Limited time offer!,deals@shopping.com,NOT_EXPENSE
Conference registration open,Register for our annual conference. Early bird discounts available.,events@conference.com,NOT_EXPENSE
Your session was saved,Your work session was automatically saved. No data lost.,system@productivity.com,NOT_EXPENSE
New template available,We've added 5 new templates to help you work faster. Try them now!,templates@productivity.com,NOT_EXPENSE
Achievement unlocked,You've unlocked a new achievement: '100 Day Streak'. Keep it up!,achievements@platform.com,NOT_EXPENSE
Monthly summary ready,Your monthly activity summary is ready. View your progress and insights.,summary@platform.com,NOT_EXPENSE
You've been featured,Your work has been featured in our 'Spotlight' section this week!,editorial@platform.com,NOT_EXPENSE
New collaboration tools,Explore our new collaboration features for teams. Work together seamlessly.,product@company.com,NOT_EXPENSE
Your feedback helped improve us,"Thanks to your feedback, we've improved our service. Here's what's new.",product@company.com,NOT_EXPENSE
Upcoming webinar series,Join our 3-part webinar series on industry trends. Free registration.,webinars@learning.com,NOT_EXPENSE
Your storage is almost full,Your cloud storage is 90% full. Upgrade now for more space.,storage@cloud.com,NOT_EXPENSE
New mobile app update,Version 2.5 is now available. Download for bug fixes and new features.,app@company.com,NOT_EXPENSE
You're on a winning streak,You've won 5 challenges in a row! Keep up the great work.,challenges@platform.com,NOT_EXPENSE
Invitation: User group meetup,Join our local user group meetup this Saturday. Network and learn!,meetups@community.com,NOT_EXPENSE
Your insights were shared,Your insights were shared in our weekly newsletter. Thanks for contributing!,newsletter@platform.com,NOT_EXPENSE
New integration available,We've added integration with popular apps. Connect your accounts now.,integrations@platform.com,NOT_EXPENSE
Your contribution was appreciated,Your contribution to our open source project has been appreciated by the community.,opensource@company.com,NOT_EXPENSE
Weekly goals completed,Congratulations! You've completed all your weekly goals.,goals@productivity.com,NOT_EXPENSE
New learning resources,We've added 20 new tutorials to our learning center. Start learning today!,learning@education.com,NOT_EXPENSE
Your profile is complete,Your profile is now 100% complete! You're all set to get started.,onboarding@platform.com,NOT_EXPENSE
Security best practices,Read our latest article on security best practices to protect your account.,security@platform.com,NOT_EXPENSE
You've reached a milestone,Congratulations! You've completed 100 tasks on our platform.,milestones@platform.com,NOT_EXPENSE
New feature request received,Thank you for your feature request! We've added it to our roadmap.,feedback@company.com,NOT_EXPENSE
Weekly digest: Community highlights,Top community posts this week. Join the conversation!,digest@community.com,NOT_EXPENSE
Your subscription is active,Your annual subscription is active until December 2026.,subscription@service.com,NOT_EXPENSE
New research paper published,Our team published a new research paper on AI ethics. Read the abstract.,research@company.com,NOT_EXPENSE
You're invited: Beta testing,Be among the first to test our new features. Join the beta program.,beta@product.com,NOT_EXPENSE
Your workspace is ready,Your new workspace has been created. Start collaborating with your team.,workspace@platform.com,NOT_EXPENSE
Weekly tips for productivity,Here are 5 tips to boost your productivity this week.,tips@productivity.com,NOT_EXPENSE
New podcast episode,Episode 42: 'Building Great Teams' is now available. Listen on your favorite app.,podcast@studio.com,NOT_EXPENSE
Your question was featured,Your question on our Q&A forum has been featured this week.,forum@community.com,NOT_EXPENSE
Achievement unlocked: First contribution,Congratulations on your first contribution to our community!,achievements@platform.com,NOT_EXPENSE
New collaboration features,We've launched real-time collaboration. Work together with your team.,product@company.com,NOT_EXPENSE
Your progress report is ready,View your monthly progress report with detailed analytics.,reports@platform.com,NOT_EXPENSE
Weekly challenge winner,Congratulations! You're this week's challenge winner.,challenges@platform.com,NOT_EXPENSE
New integration with popular tools,"We've added integration with Slack, Teams, and Zoom. Connect now!",integrations@platform.com,NOT_EXPENSE
Your feedback made a difference,Your feedback led to 3 new features in our latest update.,product@company.com,NOT_EXPENSE
Invitation: Virtual meetup,Join our virtual meetup this Thursday. Topic: Industry Trends.,events@community.com,NOT_EXPENSE
Your content was shared,Your content has been shared 100+ times this week. Great job!,viral@platform.com,NOT_EXPENSE
New learning path: Advanced,We've launched an advanced learning path for experienced users.,learning@education.com,NOT_EXPENSE
Your streak continues,You're on a 30-day streak! Keep the momentum going.,streak@platform.com,NOT_EXPENSE
New community guidelines,We've updated our community guidelines. Please review before posting.,policy@community.com,NOT_EXPENSE
Your subscription will renew,Your subscription will automatically renew on April 1. Cancel if needed.,billing@service.com,NOT_EXPENSE
You've earned a badge,You've earned the 'Community Helper' badge. Wear it with pride!,achievements@platform.com,NOT_EXPENSE
